"","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","SUBREGION_NR","SPECIES_NR","SPECIES_CD","LEN","NUM","TIME_SEEN","MPA_NR","PROT","STRAT","REGION","ZONE_NR","DEPTH_CLASS","RUGOSITY_CLASS","NUM2"
"1047123","3102U",2016,11,11,2,25.90345,-80.09178,18.4,21.5,1871732,"LIRM",13,123,"LAC MAXI",25,2.3,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,3
"1047135","3102U",2016,11,11,1,25.90378,-80.09195,19.1,19,1871732,"LIRM",13,123,"LAC MAXI",33,0.55,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1047137","3102U",2016,11,11,2,25.90345,-80.09178,18.4,21.5,1871732,"LIRM",13,123,"LAC MAXI",32,1.15,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1047149","3102U",2016,11,11,1,25.90378,-80.09195,19.1,19,1871732,"LIRM",13,123,"LAC MAXI",37,5.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,6
"1047164","3102U",2016,11,11,2,25.90345,-80.09178,18.4,21.5,1871732,"LIRM",13,123,"LAC MAXI",24,2.035,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,3
"1047165","3102U",2016,11,11,2,25.90345,-80.09178,18.4,21.5,1871732,"LIRM",13,123,"LAC MAXI",28,1.15,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1047170","3102U",2016,11,11,2,25.90345,-80.09178,18.4,21.5,1871732,"LIRM",13,123,"LAC MAXI",36,5.75,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,6
"1047189","3102U",2016,11,11,1,25.90378,-80.09195,19.1,19,1871732,"LIRM",13,123,"LAC MAXI",29,1.1,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1047190","3102U",2016,11,11,2,25.90345,-80.09178,18.4,21.5,1871732,"LIRM",13,123,"LAC MAXI",18,1.15,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1047191","3102U",2016,11,11,2,25.90345,-80.09178,18.4,21.5,1871732,"LIRM",13,123,"LAC MAXI",22,1.15,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1047213","3102U",2016,11,11,2,25.90345,-80.09178,18.4,21.5,1871732,"LIRM",13,123,"LAC MAXI",39.5,1.99,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1047257","3102U",2016,11,11,1,25.90378,-80.09195,19.1,19,1871732,"LIRM",13,123,"LAC MAXI",31,0.55,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1047802","3103U",2016,10,21,2,25.90123,-80.09917,11.9,5,1874997,"LIRM",13,123,"LAC MAXI",14,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1047811","3103U",2016,10,21,2,25.90123,-80.09917,11.9,5,1874997,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1047822","3103U",2016,10,21,2,25.90123,-80.09917,11.9,5,1874997,"LIRM",13,123,"LAC MAXI",16,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1047845","3103U",2016,10,21,1,25.90128,-80.09953,11.4,5,1874996,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1048458","3104U",2016,7,6,1,25.8904,-80.09863,12.8,7,1890742,"LIRM",13,123,"LAC MAXI",18,0,3,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1048459","3104U",2016,7,6,1,25.8904,-80.09863,12.8,7,1890742,"LIRM",13,123,"LAC MAXI",20,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1048508","3104U",2016,7,6,2,25.88997,-80.09903,12.8,7,1891398,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1049166","3105U",2016,6,23,2,25.86155,-80.09245,15.5,7,1932739,"LIRM",13,123,"LAC MAXI",16,0.625,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1049176","3105U",2016,6,23,1,25.86138,-80.09212,17.8,9.5,1933396,"LIRM",13,123,"LAC MAXI",14,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1049183","3105U",2016,6,23,2,25.86155,-80.09245,15.5,7,1932739,"LIRM",13,123,"LAC MAXI",18,0.625,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1049223","3105U",2016,6,23,1,25.86138,-80.09212,17.8,9.5,1933396,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1049245","3105U",2016,6,23,2,25.86155,-80.09245,15.5,7,1932739,"LIRM",13,123,"LAC MAXI",35,0,3,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1049858","3106U",2016,6,28,1,25.83785,-80.0935,14,11,1967505,"LIRM",13,123,"LAC MAXI",15,1.167,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,2
"1049875","3106U",2016,6,28,1,25.83785,-80.0935,14,11,1967505,"LIRM",13,123,"LAC MAXI",16,1.167,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,2
"1049903","3106U",2016,6,28,1,25.83785,-80.0935,14,11,1967505,"LIRM",13,123,"LAC MAXI",24,0.875,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1049942","3106U",2016,6,28,1,25.83785,-80.0935,14,11,1967505,"LIRM",13,123,"LAC MAXI",22,0.875,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1050004","3106U",2016,6,28,1,25.83785,-80.0935,14,11,1967505,"LIRM",13,123,"LAC MAXI",17,1.167,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,2
"1050066","3106U",2016,6,28,2,25.83817,-80.09322,14.3,10.5,1966850,"LIRM",13,123,"LAC MAXI",13,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1050070","3106U",2016,6,28,2,25.83817,-80.09322,14.3,10.5,1966850,"LIRM",13,123,"LAC MAXI",21,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1050071","3106U",2016,6,28,2,25.83817,-80.09322,14.3,10.5,1966850,"LIRM",13,123,"LAC MAXI",14,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1050753","3107H",2016,5,23,2,26.23217,-80.07488,13.3,10,1394193,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1051080","3107U",2016,5,23,1,26.23255,-80.07525,13.9,10,1393536,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1051315","3108H",2016,5,23,2,26.23275,-80.07433,17.1,12.5,1393538,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1051591","3108U",2016,5,23,1,26.2329,-80.07395,20.7,12.5,1392882,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1052122","3109U",2016,10,3,2,26.17805,-80.08072,17.1,11.5,1472902,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1052156","3109U",2016,10,3,1,26.17748,-80.08063,17.2,11.5,1473558,"LIRM",13,123,"LAC MAXI",32,1,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1052161","3109U",2016,10,3,1,26.17748,-80.08063,17.2,11.5,1473558,"LIRM",13,123,"LAC MAXI",37,1,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1052197","3109U",2016,10,3,1,26.17748,-80.08063,17.2,11.5,1473558,"LIRM",13,123,"LAC MAXI",28,1,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1052201","3109U",2016,10,3,1,26.17748,-80.08063,17.2,11.5,1473558,"LIRM",13,123,"LAC MAXI",34,1,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1052244","3109U",2016,10,3,2,26.17805,-80.08072,17.1,11.5,1472902,"LIRM",13,123,"LAC MAXI",29,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1052810","3110U",2016,9,23,1,26.14743,-80.0823,17.8,10,1517507,"LIRM",13,123,"LAC MAXI",37,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1052811","3110U",2016,9,23,1,26.14743,-80.0823,17.8,10,1517507,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1052814","3110U",2016,9,23,2,26.14778,-80.08223,17.1,10.5,1516851,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1052857","3110U",2016,9,23,2,26.14778,-80.08223,17.1,10.5,1516851,"LIRM",13,123,"LAC MAXI",35,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1053798","3111U",2016,9,23,2,26.14663,-80.08222,18.9,21.5,1518819,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1053827","3111U",2016,9,23,1,26.14628,-80.08232,18.4,21.5,1518819,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1053837","3111U",2016,9,23,2,26.14663,-80.08222,18.9,21.5,1518819,"LIRM",13,123,"LAC MAXI",38,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1054350","3112U",2016,9,21,1,26.13543,-80.08328,20.1,12,1534561,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1054364","3112U",2016,9,21,2,26.1357,-80.08333,19.1,12,1534561,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1054383","3112U",2016,9,21,2,26.1357,-80.08333,19.1,12,1534561,"LIRM",13,123,"LAC MAXI",43,0.5,2,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1054422","3112U",2016,9,21,2,26.1357,-80.08333,19.1,12,1534561,"LIRM",13,123,"LAC MAXI",23,0.5,2,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1054456","3112U",2016,9,21,1,26.13543,-80.08328,20.1,12,1534561,"LIRM",13,123,"LAC MAXI",26,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1054491","3112U",2016,9,21,2,26.1357,-80.08333,19.1,12,1534561,"LIRM",13,123,"LAC MAXI",25,0.5,2,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1055192","3113U",2016,9,21,1,26.13498,-80.08352,19.5,8.5,1535217,"LIRM",13,123,"LAC MAXI",35,0.5,2,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1055206","3113U",2016,9,21,2,26.13503,-80.08342,19.8,8.5,1535217,"LIRM",13,123,"LAC MAXI",28,0.625,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1055232","3113U",2016,9,21,2,26.13503,-80.08342,19.8,8.5,1535217,"LIRM",13,123,"LAC MAXI",30,2.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,3
"1055260","3113U",2016,9,21,1,26.13498,-80.08352,19.5,8.5,1535217,"LIRM",13,123,"LAC MAXI",29,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1055276","3113U",2016,9,21,1,26.13498,-80.08352,19.5,8.5,1535217,"LIRM",13,123,"LAC MAXI",26,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1055301","3113U",2016,9,21,1,26.13498,-80.08352,19.5,8.5,1535217,"LIRM",13,123,"LAC MAXI",23,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1055304","3113U",2016,9,21,2,26.13503,-80.08342,19.8,8.5,1535217,"LIRM",13,123,"LAC MAXI",36,0.625,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1055933","3114U",2016,6,8,2,26.08473,-80.0898,17.1,14,1608677,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1055934","3114U",2016,6,8,2,26.08473,-80.0898,17.1,14,1608677,"LIRM",13,123,"LAC MAXI",33,0.5,2,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1055977","3114U",2016,6,8,1,26.0842,-80.09002,16.8,12.5,1609333,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1056459","3115U",2016,6,8,1,26.0716,-80.09215,15.5,28.5,1627697,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1056462","3115U",2016,6,8,2,26.0721,-80.09225,14.9,28,1627040,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1056933","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",35,1.333,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1056934","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",33,0.8,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057030","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",51,0.8,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057056","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",25,0.8,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057057","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",36,0.8,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057108","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",46,0.8,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057149","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",45,1.333,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1057162","3116U",2016,11,9,1,26.03918,-80.09273,21,9.5,1674928,"LIRM",13,123,"LAC MAXI",29,1,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057169","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",24,1.333,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1057182","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",38,2.133,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,3
"1057188","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",42,0.8,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057249","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",22,2.667,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,3
"1057265","3116U",2016,11,9,2,26.03952,-80.09275,20.7,10,1674272,"LIRM",13,123,"LAC MAXI",41,0.8,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057428","3116U",2016,11,9,1,26.03918,-80.09273,21,9.5,1674928,"LIRM",13,123,"LAC MAXI",42,1,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057440","3116U",2016,11,9,1,26.03918,-80.09273,21,9.5,1674928,"LIRM",13,123,"LAC MAXI",45,1,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057455","3116U",2016,11,9,1,26.03918,-80.09273,21,9.5,1674928,"LIRM",13,123,"LAC MAXI",40,1,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1057466","3116U",2016,11,9,1,26.03918,-80.09273,21,9.5,1674928,"LIRM",13,123,"LAC MAXI",36,2,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,2
"1057661","3117H",2016,6,9,2,26.03273,-80.09418,13.6,13,1684109,"LIRM",13,123,"LAC MAXI",27,0,3,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1057676","3117H",2016,6,9,2,26.03273,-80.09418,13.6,13,1684109,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"1058088","3117U",2016,6,9,1,26.03317,-80.09442,13.7,12.5,1683453,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1058304","3118U",2016,7,22,2,25.8232,-80.09043,15.7,11,1988504,"LIRM",13,123,"LAC MAXI",15,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1058332","3118U",2016,7,22,2,25.8232,-80.09043,15.7,11,1988504,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"1058356","3118U",2016,7,22,2,25.8232,-80.09043,15.7,11,1988504,"LIRM",13,123,"LAC MAXI",19,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1058369","3118U",2016,7,22,1,25.82295,-80.09082,14.3,10.5,1989159,"LIRM",13,123,"LAC MAXI",32,0.625,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1058371","3118U",2016,7,22,1,25.82295,-80.09082,14.3,10.5,1989159,"LIRM",13,123,"LAC MAXI",25,2.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,3
"1058372","3118U",2016,7,22,1,25.82295,-80.09082,14.3,10.5,1989159,"LIRM",13,123,"LAC MAXI",16,0.625,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"1058953","3119H",2016,9,27,2,26.17445,-80.07577,16.6,8.5,1478160,"LIRO",13,123,"LAC MAXI",24,0,3,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"1058992","3119H",2016,9,27,2,26.17445,-80.07577,16.6,8.5,1478160,"LIRO",13,123,"LAC MAXI",30,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1059304","3119U",2016,9,27,1,26.17483,-80.07558,16.8,10.5,1477504,"LIRO",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1059343","3119U",2016,9,27,1,26.17483,-80.07558,16.8,10.5,1477504,"LIRO",13,123,"LAC MAXI",22,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1059698","3120U",2016,9,21,1,26.09733,-80.08373,15.2,17.5,1590321,"LIRO",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1059796","3120U",2016,9,21,2,26.09683,-80.08388,15.1,20,1590977,"LIRO",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1059838","3120U",2016,9,21,2,26.09683,-80.08388,15.1,20,1590977,"LIRO",13,123,"LAC MAXI",25,0.5,2,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1060388","3121U",2016,9,22,1,26.08467,-80.0843,16.3,17.5,1608688,"SPGR",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1060566","3121U",2016,9,22,1,26.08467,-80.0843,16.3,17.5,1608688,"SPGR",13,123,"LAC MAXI",34,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1060689","3121U",2016,9,22,2,26.08512,-80.08443,16.2,6.5,1608032,"SPGR",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1061215","3122U",2016,6,15,1,26.04908,-80.08517,27.3,8.5,1660511,"RGDP",13,123,"LAC MAXI",29,0.625,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1061257","3122U",2016,6,15,1,26.04908,-80.08517,27.3,8.5,1660511,"RGDP",13,123,"LAC MAXI",45,0.625,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1061259","3122U",2016,6,15,2,26.04943,-80.085,27.9,8,1659855,"RGDP",13,123,"LAC MAXI",29,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1061296","3122U",2016,6,15,1,26.04908,-80.08517,27.3,8.5,1660511,"RGDP",13,123,"LAC MAXI",34,2.5,2,0,0,"OFFR0","SEFCRI",NA,NA,NA,3
"1061380","3122U",2016,6,15,2,26.04943,-80.085,27.9,8,1659855,"RGDP",13,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"1061827","3123H",2016,7,29,2,26.03948,-80.08918,18.7,6.5,1674279,"CPDP",13,123,"LAC MAXI",25,2.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,3
"1061866","3123H",2016,7,29,2,26.03948,-80.08918,18.7,6.5,1674279,"CPDP",13,123,"LAC MAXI",15,0.625,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1061908","3123H",2016,7,29,2,26.03948,-80.08918,18.7,6.5,1674279,"CPDP",13,123,"LAC MAXI",20,0.625,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1061979","3123U",2016,7,29,1,26.03948,-80.08868,17.4,8,1674280,"CPDP",13,123,"LAC MAXI",25,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1062030","3123U",2016,7,29,1,26.03948,-80.08868,17.4,8,1674280,"CPDP",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1062111","3123U",2016,7,29,1,26.03948,-80.08868,17.4,8,1674280,"CPDP",13,123,"LAC MAXI",20,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1062338","3124U",2016,11,9,2,26.02185,-80.08745,14.9,8.5,1699867,"LIRO",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1062363","3124U",2016,11,9,1,26.0222,-80.08742,14.8,9.5,1699211,"LIRO",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1063093","3125U",2016,11,9,1,26.01688,-80.08835,16.9,9.5,1707081,"CPDP",13,123,"LAC MAXI",26,0.5,2,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1063139","3125U",2016,11,9,2,26.01653,-80.08833,16.9,9.5,1707737,"CPDP",13,123,"LAC MAXI",21,2.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,3
"1063175","3125U",2016,11,9,1,26.01688,-80.08835,16.9,9.5,1707081,"CPDP",13,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1063219","3125U",2016,11,9,2,26.01653,-80.08833,16.9,9.5,1707737,"CPDP",13,123,"LAC MAXI",20,0.625,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1063387","3125U",2016,11,9,2,26.01653,-80.08833,16.9,9.5,1707737,"CPDP",13,123,"LAC MAXI",42,0.625,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1063846","3126H",2016,6,15,2,25.99902,-80.08795,22.6,8.5,1733322,"RGDP",13,123,"LAC MAXI",24,2,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,2
"1063874","3126H",2016,6,15,2,25.99902,-80.08795,22.6,8.5,1733322,"RGDP",13,123,"LAC MAXI",28,1,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1063876","3126H",2016,6,15,2,25.99902,-80.08795,22.6,8.5,1733322,"RGDP",13,123,"LAC MAXI",35,1,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064151","3126U",2016,6,15,1,25.99842,-80.08813,22.4,7.5,1733978,"RGDP",13,123,"LAC MAXI",35,4,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,4
"1064182","3126U",2016,6,15,1,25.99842,-80.08813,22.4,7.5,1733978,"RGDP",13,123,"LAC MAXI",27,0.571,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064201","3126U",2016,6,15,1,25.99842,-80.08813,22.4,7.5,1733978,"RGDP",13,123,"LAC MAXI",21,1.143,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,2
"1064245","3126U",2016,6,15,1,25.99842,-80.08813,22.4,7.5,1733978,"RGDP",13,123,"LAC MAXI",26,0.571,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064283","3126U",2016,6,15,1,25.99842,-80.08813,22.4,7.5,1733978,"RGDP",13,123,"LAC MAXI",24,0.571,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064570","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",20,1.214,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,2
"1064732","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",18,0.85,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064782","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",24,2.064,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,3
"1064824","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",28,0.85,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064834","3127U",2016,11,9,2,25.99458,-80.08912,20.9,10,1739224,"LIRO",13,123,"LAC MAXI",34,2.161,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,3
"1064862","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",22,0.85,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064863","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",21,0.85,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064899","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",16,0.85,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064904","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",27,0.85,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1064907","3127U",2016,11,9,2,25.99458,-80.08912,20.9,10,1739224,"LIRO",13,123,"LAC MAXI",27,2.75,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,3
"1064987","3127U",2016,11,9,2,25.99458,-80.08912,20.9,10,1739224,"LIRO",13,123,"LAC MAXI",26,0.786,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1065030","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",40,1.214,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,2
"1065070","3127U",2016,11,9,1,25.99422,-80.08915,20.4,10,1739880,"LIRO",13,123,"LAC MAXI",30,1.214,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,2
"1065071","3127U",2016,11,9,2,25.99458,-80.08912,20.9,10,1739224,"LIRO",13,123,"LAC MAXI",23,1.375,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,2
"1065087","3127U",2016,11,9,2,25.99458,-80.08912,20.9,10,1739224,"LIRO",13,123,"LAC MAXI",30,0.786,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
