"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","batch","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","habitat","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy","habitat2"
"5692816",5078508,130,1,"7553497",7557088,32344,"TWA",34030009,38,12,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030009,3403,3,0,0,"2013-11-23",79,0,62,12,3,"4","NULL",3,2,2013,11,23,1,0,2,1,"3403000923112013","highreef"
"5682068",5078509,130,2,"7538951",7542542,29316,"TWA",34030014,38,12,3403,3,"NULL","twa_web120413.dat",29316,"N",1,34030014,3403,3,0,0,"2013-11-24",80,80,63,12,4,"4","NULL",3,10,2013,11,24,1,0,3,2,"3403001424112013","artificial"
"8567",5078512,130,0,"7550873",7554464,32344,"TWA",34030022,17,9,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030022,3403,3,0,0,"2013-11-24",78,0,62,9,3,"4","NULL",3,2,2013,11,24,0,0,1,0,"3403002224112013","highreef"
"8568",5078516,130,0,"7212066",7534248,24823,"TWA",34040007,38,8,3404,3,"NULL","twa_web120413.dat",24823,"N",1,34040007,3404,3,0,0,"2013-07-28",0,0,45,8,5,"9","NULL",2,10,2013,7,28,0,0,1,0,"baseline","artificial"
"5693020",5078554,130,1,"7553719",7557310,32344,"TWA",34030014,38,11,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030014,3403,3,0,0,"2013-11-24",79,0,61,11,3,"4","NULL",3,2,2013,11,24,1,0,2,1,"3403001424112013","highreef"
"8569",5078572,130,0,"7531027",7534618,24823,"TWA",34040009,6,10,3404,3,"NULL","twa_web120413.dat",24823,"N",1,34040009,3404,3,0,0,"2013-07-28",0,0,45,10,4,"7","NULL",3,5,2013,7,28,0,0,1,0,"baseline","dropoff"
"5680025",5078573,130,1,"7536635",7540226,24823,"TWA",34040006,38,13,3404,3,"NULL","twa_web120413.dat",24823,"N",1,34040006,3404,3,0,0,"2013-07-28",0,0,30,13,3,"3","NULL",3,2,2013,7,28,1,0,2,1,"baseline","highreef"
"5682271",5078582,130,1,"7539178",7542769,48357,"TWA",34030009,38,14,3403,3,"NULL","twa_web120413.dat",48357,"N",1,34030009,3403,3,0,0,"2013-11-24",80,82,50,14,3,"4","NULL",3,1,2013,11,24,1,0,2,1,"baseline","mixed"
"5679323",5078588,130,2,"7535845",7539436,32310,"TWA",34030009,38,10,3403,3,"NULL","twa_web120413.dat",32310,"N",1,34030009,3403,3,0,0,"2013-11-26",76,78,60,10,3,"5","NULL",3,2,2013,11,26,1,0,3,2,"3403000926112013","highreef"
"5686634",5078590,130,2,"7544100",7547691,32310,"TWA",34030024,38,11,3403,3,"NULL","twa_web120413.dat",32310,"N",1,34030024,3403,3,0,0,"2013-11-26",0,78,60,11,3,"5","NULL",3,2,2013,11,26,1,0,3,2,"3403002426112013","highreef"
"8570",5078606,130,0,"7070182",7534011,12885,"TWA",34030009,60,11,3403,3,"NULL","twa_web120413.dat",12885,"N",1,34030009,3403,3,0,0,"2013-11-25",0,80,60,11,2,"4","NULL",3,1,2013,11,25,0,0,1,0,"baseline","mixed"
"5685603",5078607,130,1,"7542928",7546519,12885,"TWA",34030169,38,10,3403,3,"NULL","twa_web120413.dat",12885,"N",1,34030169,3403,3,0,0,"2013-11-26",0,80,60,10,3,"4","NULL",3,2,2013,11,26,1,0,2,1,"3403016926112013","highreef"
"5675240",5078608,130,2,"7531266",7534857,29316,"TWA",34030169,38,10,3403,3,"NULL","twa_web120413.dat",29316,"N",1,34030169,3403,3,0,0,"2013-11-26",80,80,60,10,3,"4","NULL",3,1,2013,11,26,1,0,3,2,"3403016926112013","mixed"
"8571",5078609,130,0,"7550883",7554474,32344,"TWA",34030009,38,10,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030009,3403,3,0,0,"2013-11-26",76,0,61,10,2,"4","NULL",3,2,2013,11,26,0,0,1,0,"3403000926112013","highreef"
"8572",5078610,130,0,"7222820",7534200,29316,"TWA",34030009,38,11,3403,3,"NULL","twa_web120413.dat",29316,"N",1,34030009,3403,3,0,0,"2013-11-26",80,80,58,11,2,"4","NULL",3,1,2013,11,26,0,0,1,0,"3403000926112013","mixed"
"5691215",5078613,130,1,"7551745",7555336,32344,"TWA",34030024,38,11,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030024,3403,3,0,0,"2013-11-26",77,0,60,11,3,"4","NULL",3,2,2013,11,26,1,0,2,1,"3403002426112013","highreef"
"5695197",5078629,130,2,"7556096",7559687,32344,"TWA",34030149,38,14,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030149,3403,3,0,0,"2013-11-27",77,0,60,14,3,"5","NULL",3,2,2013,11,27,1,0,3,2,"3403014927112013","highreef"
"5677331",5078630,130,2,"7533603",7537194,32310,"TWA",34030149,38,7,3403,3,"NULL","twa_web120413.dat",32310,"N",1,34030149,3403,3,0,0,"2013-11-27",0,78,58,7,4,"6","NULL",3,2,2013,11,27,1,0,3,2,"3403014927112013","highreef"
"5685451",5078631,130,2,"7542763",7546354,32310,"TWA",34030011,38,15,3403,3,"NULL","twa_web120413.dat",32310,"N",1,34030011,3403,3,0,0,"2013-11-27",0,73,61,15,4,"6","NULL",3,10,2013,11,27,1,0,3,2,"3403001127112013","artificial"
"5683532",5078632,130,1,"7540596",7544187,12885,"TWA",34030011,38,15,3403,3,"NULL","twa_web120413.dat",12885,"N",1,34030011,3403,3,0,0,"2013-11-27",0,80,60,15,3,"5","NULL",3,10,2013,11,27,1,0,2,1,"3403001127112013","artificial"
"5684088",5078633,130,2,"7541234",7544825,12885,"TWA",34030149,38,14,3403,3,"NULL","twa_web120413.dat",12885,"N",1,34030149,3403,3,0,0,"2013-11-27",0,80,60,14,4,"5","NULL",3,2,2013,11,27,1,0,3,2,"3403014927112013","highreef"
"8573",5078634,130,0,"7221546",7534048,29316,"TWA",34030149,51,14,3403,3,"NULL","twa_web120413.dat",29316,"N",1,34030149,3403,3,0,0,"2013-11-27",80,80,64,14,3,"5","NULL",3,2,2013,11,27,0,0,1,0,"3403014927112013","highreef"
"5676148",5078635,130,2,"7532286",7535877,29316,"TWA",34030011,38,15,3403,3,"NULL","twa_web120413.dat",29316,"N",1,34030011,3403,3,0,0,"2013-11-27",80,80,66,15,3,"5","NULL",3,10,2013,11,27,1,0,3,2,"3403001127112013","artificial"
"5691443",5078636,130,2,"7551992",7555583,32344,"TWA",34030011,38,16,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030011,3403,3,0,0,"2013-11-27",74,0,64,16,3,"5","NULL",3,10,2013,11,27,1,0,3,2,"3403001127112013","artificial"
"5680002",5078656,130,1,"7536608",7540199,50817,"TWA",34040009,38,10,3404,3,"NULL","twa_web120413.dat",50817,"N",1,34040009,3404,3,0,0,"2013-11-29",80,79,45,10,4,"7","NULL",2,4,2013,11,29,1,0,2,1,"baseline","dropoff"
"5687999",5078658,130,2,"7545634",7549225,37986,"TWA",34040010,38,9,3404,3,"NULL","twa_web120413.dat",37986,"N",1,34040010,3404,3,0,0,"2013-11-29",75,74,50,9,4,"7","NULL",3,3,2013,11,29,1,0,3,2,"baseline","lowreef"
"5679144",5078702,130,2,"7535643",7539234,37986,"TWA",34040007,38,9,3404,3,"NULL","twa_web120413.dat",37986,"N",1,34040007,3404,3,0,0,"2013-12-01",74,70,33,9,3,"11","NULL",3,10,2013,12,1,1,0,3,2,"baseline","artificial"
"5677628",5078703,130,1,"7533944",7537535,37986,"TWA",34040206,38,10,3404,3,"NULL","twa_web120413.dat",37986,"N",1,34040206,3404,3,0,0,"2013-12-01",74,75,25,10,3,"7","NULL",3,1,2013,12,1,1,0,2,1,"baseline","mixed"
"5682050",5078705,130,1,"7538931",7542522,12885,"TWA",34030168,38,14,3403,3,"NULL","twa_web120413.dat",12885,"N",1,34030168,3403,3,0,0,"2013-11-28",0,79,60,14,4,"4","NULL",3,2,2013,11,28,1,0,2,1,"3403016828112013","highreef"
"5686773",5078706,130,2,"7544263",7547854,12885,"TWA",34030169,38,15,3403,3,"NULL","twa_web120413.dat",12885,"N",1,34030169,3403,3,0,0,"2013-11-28",0,78,60,15,3,"4","NULL",3,2,2013,11,28,1,0,3,2,"baseline","highreef"
"5681676",5078707,130,2,"7538514",7542105,12885,"TWA",34030008,38,10,3403,3,"NULL","twa_web120413.dat",12885,"N",1,34030008,3403,3,0,0,"2013-11-29",0,79,60,10,4,"4","NULL",3,2,2013,11,29,1,0,3,2,"3403000829112013","highreef"
"5676223",5078708,130,2,"7532369",7535960,12885,"TWA",34030008,38,11,3403,3,"NULL","twa_web120413.dat",12885,"N",1,34030008,3403,3,0,0,"2013-11-29",0,79,70,11,4,"4","NULL",3,2,2013,11,29,1,0,3,2,"3403000829112013","highreef"
"5684483",5078716,130,2,"7541676",7545267,32310,"TWA",34030168,38,14,3403,3,"NULL","twa_web120413.dat",32310,"N",1,34030168,3403,3,0,0,"2013-11-28",0,0,60,14,4,"5","NULL",3,2,2013,11,28,1,0,3,2,"3403016828112013","highreef"
"5683330",5078717,130,2,"7540366",7543957,32310,"TWA",34030009,38,15,3403,3,"NULL","twa_web120413.dat",32310,"N",1,34030009,3403,3,0,0,"2013-11-28",0,0,57,15,3,"5","NULL",3,2,2013,11,28,1,0,3,2,"3403000928112013","highreef"
"5677510",5078719,130,2,"7533805",7537396,32310,"TWA",34030008,38,9,3403,3,"NULL","twa_web120413.dat",32310,"N",1,34030008,3403,3,0,0,"2013-11-29",0,0,66,9,4,"5","NULL",3,2,2013,11,29,1,0,3,2,"3403000829112013","highreef"
"5676697",5078722,130,2,"7532894",7536485,32310,"TWA",34030008,38,11,3403,3,"NULL","twa_web120413.dat",32310,"N",1,34030008,3403,3,0,0,"2013-11-29",0,75,64,11,4,"5","NULL",3,1,2013,11,29,1,0,3,2,"3403000829112013","mixed"
"8574",5078732,130,0,"7530921",7534512,2948,"TWA",33010059,41,11,3301,3,"NULL","twa_web120413.dat",2948,"E",1,33010059,3301,3,0,0,"2013-11-24",81,81,70,11,2,"3","NULL",2,1,2013,11,24,0,1,1,0,"baseline","mixed"
"5682956",5078785,130,1,"7539958",7543549,48357,"TWA",34030009,38,14,3403,3,"NULL","twa_web120413.dat",48357,"N",1,34030009,3403,3,0,0,"2013-12-02",76,79,49,14,3,"5","NULL",2,6,2013,12,2,1,0,2,1,"baseline","dropoff"
"5690541",5078803,130,1,"7551017",7554608,45385,"TWA",34040002,38,15,3404,3,"NULL","twa_web122313.dat",45385,"N",1,34040002,3404,3,0,0,"2013-10-12",0,83,110,15,3,"4","NULL",3,1,2013,10,12,1,0,2,1,"3404000212102013","mixed"
"5694916",5078804,130,2,"7555792",7559383,45385,"TWA",34040002,38,14,3404,3,"NULL","twa_web122313.dat",45385,"N",1,34040002,3404,3,0,0,"2013-10-20",0,84,91,14,3,"4","NULL",3,1,2013,10,20,1,0,3,2,"3404000220102013","mixed"
"5695181",5078817,130,2,"7556079",7559670,45385,"TWA",34040002,38,17,3404,3,"NULL","twa_web122313.dat",45385,"N",1,34040002,3404,3,0,0,"2013-10-20",84,84,72,17,3,"4","NULL",3,1,2013,10,20,1,0,3,2,"3404000220102013","mixed"
"8575",5078823,130,0,"7551043",7554634,37986,"TWA",34040007,38,9,3404,3,"NULL","twa_web122313.dat",37986,"N",1,34040007,3404,3,0,0,"2013-12-05",81,74,35,9,3,"11","NULL",1,10,2013,12,5,0,0,1,0,"baseline","artificial"
"5693907",5078855,130,2,"7554687",7558278,37986,"TWA",34040010,38,13,3404,3,"NULL","twa_web122313.dat",37986,"N",1,34040010,3404,3,0,0,"2013-12-07",81,76,42,13,3,"7","NULL",3,1,2013,12,7,1,0,3,2,"baseline","mixed"
"8576",5078856,130,0,"7550690",7554281,34517,"TWA",33010001,54,16,3301,3,"NULL","twa_web122313.dat",34517,"E",1,33010001,3301,3,0,0,"2013-12-07",79,77,76,16,3,"3","NULL",1,3,2013,12,7,0,1,1,0,"baseline","lowreef"
"5695814",5078870,130,2,"7556758",7560349,48357,"TWA",34030009,38,14,3403,3,"NULL","twa_web122313.dat",48357,"N",1,34030009,3403,3,0,0,"2013-12-05",82,79,53,14,3,"5","NULL",3,1,2013,12,5,1,0,3,2,"baseline","mixed"
"8577",5078892,130,0,"7550730",7554321,3217,"TWA",33010001,54,10,3301,3,"NULL","twa_web122313.dat",3217,"E",1,33010001,3301,3,0,0,"2013-07-29",83,83,40,10,4,"3","NULL",2,3,2013,7,29,0,1,1,0,"330100012972013","lowreef"
"8578",5078893,130,0,"7550673",7554264,3217,"TWA",33010001,34,9,3301,3,"NULL","twa_web122313.dat",3217,"E",1,33010001,3301,3,0,0,"2013-07-29",83,83,40,9,4,"3","NULL",2,3,2013,7,29,0,1,1,0,"330100012972013","lowreef"
"5694904",5078903,130,1,"7555780",7559371,34517,"TWA",33010059,38,13,3301,3,"NULL","twa_web122313.dat",34517,"E",1,33010059,3301,3,0,0,"2013-12-09",79,78,80,13,3,"3","NULL",2,1,2013,12,9,1,1,2,1,"baseline","mixed"
"8579",5078909,130,0,"7550768",7554359,3217,"TWA",34030008,34,11,3403,3,"NULL","twa_web122313.dat",3217,"E",1,34030008,3403,3,0,0,"2013-08-10",80,80,60,11,3,"4","NULL",2,2,2013,8,10,0,1,1,0,"340300081082013","highreef"
"5691408",5078910,130,2,"7551954",7555545,3217,"TWA",34030038,38,10,3403,3,"NULL","twa_web122313.dat",3217,"E",1,34030038,3403,3,0,0,"2013-08-10",80,80,30,10,3,"10","NULL",2,10,2013,8,10,1,1,3,2,"340300381082013","artificial"
"5693967",5078918,130,3,"7554751",7558342,32726,"TWA",34030009,38,9,3403,3,"NULL","twa_web122313.dat",32726,"N",1,34030009,3403,3,0,0,"2013-12-01",81,77,50,9,4,"4","NULL",3,3,2013,12,1,1,0,4,11,"340300091122013","lowreef"
"8580",5078944,130,0,"7550634",7554225,51663,"TWA",33010161,1,10,3301,3,"NULL","twa_web122313.dat",51663,"N",1,33010161,3301,3,0,0,"2013-12-08",78,76,25,10,3,"4","NULL",2,2,2013,12,8,0,0,1,0,"baseline","highreef"
"5693138",5078950,130,2,"7553846",7557437,37986,"TWA",34040010,38,9,3404,3,"NULL","twa_web122313.dat",37986,"N",1,34040010,3404,3,0,0,"2013-11-30",79,67,48,9,3,"10","NULL",3,3,2013,11,30,1,0,3,2,"baseline","lowreef"
"8581",5078951,130,0,"7550837",7554428,3217,"TWA",33010001,41,8,3301,3,"NULL","twa_web122313.dat",3217,"E",1,33010001,3301,3,0,0,"2013-07-29",83,83,40,8,4,"3","NULL",2,3,2013,7,29,0,1,1,0,"330100012972013","lowreef"
"8582",5078952,130,0,"7550686",7554277,3217,"TWA",33010001,69,7,3301,3,"NULL","twa_web122313.dat",3217,"E",1,33010001,3301,3,0,0,"2013-07-29",83,83,35,7,4,"4","NULL",2,3,2013,7,29,0,1,1,0,"330100012972013","lowreef"
"5694853",5078959,130,2,"7555727",7559318,3217,"TWA",33010081,38,10,3301,3,"NULL","twa_web122313.dat",3217,"E",1,33010081,3301,3,0,0,"2013-08-24",86,86,60,10,4,"7","NULL",2,6,2013,8,24,1,1,3,2,"baseline","dropoff"
"5695185",5078960,130,2,"7556083",7559674,3217,"TWA",33010083,38,9,3301,3,"NULL","twa_web122313.dat",3217,"E",1,33010083,3301,3,0,0,"2013-08-24",86,86,60,9,4,"7","NULL",2,6,2013,8,24,1,1,3,2,"baseline","dropoff"
"8583",5078979,130,0,"7551169",7554760,32726,"TWA",34030011,34,9,3403,3,"NULL","twa_web122313.dat",32726,"N",1,34030011,3403,3,0,0,"2013-12-02",80,74,60,9,4,"6","NULL",3,10,2013,12,2,0,0,1,0,"baseline","artificial"
"8584",5078980,130,0,"7550825",7554416,32726,"TWA",34040007,54,8,3404,3,"NULL","twa_web122313.dat",32726,"N",1,34040007,3404,3,0,0,"2013-12-03",80,77,31,8,3,"10","NULL",2,10,2013,12,3,0,0,1,0,"baseline","artificial"
"5692286",5078985,130,2,"7552922",7556513,51663,"TWA",33010072,38,9,3301,3,"NULL","twa_web122313.dat",51663,"N",1,33010072,3301,3,0,0,"2013-12-15",78,77,29,9,3,"7","NULL",1,10,2013,12,15,1,0,3,2,"baseline","artificial"
"8585",5078987,130,0,"7550658",7554249,51663,"TWA",33010161,54,10,3301,3,"NULL","twa_web122313.dat",51663,"N",1,33010161,3301,3,0,0,"2013-12-15",78,77,47,10,3,"4","NULL",2,2,2013,12,15,0,0,1,0,"baseline","highreef"
"5691024",5079004,130,1,"7551539",7555130,48357,"TWA",34030071,38,14,3403,3,"NULL","twa_web122313.dat",48357,"N",1,34030071,3403,3,0,0,"2013-12-15",80,79,51,14,3,"5","NULL",3,1,2013,12,15,1,0,2,1,"baseline","mixed"
"8586",5079093,130,0,"7550704",7554295,32726,"TWA",34030038,1,8,3403,3,"NULL","twa_web122313.dat",32726,"N",1,34030038,3403,3,0,0,"2013-12-04",80,76,27,8,3,"10","NULL",2,10,2013,12,4,0,0,1,0,"baseline","artificial"
"5692876",5079127,130,1,"7553562",7557153,3,"TWA",34030009,38,10,3403,3,"NULL","twa_web122313.dat",3,"E",1,34030009,3403,3,0,0,"2012-05-25",80,80,50,10,3,"4","NULL",3,2,2012,5,25,1,1,2,1,"340300092552012","highreef"
"5694007",5079131,130,1,"7554796",7558387,37986,"TWA",34040010,38,7,3404,3,"NULL","twa_web122313.dat",37986,"E",1,34040010,3404,3,0,0,"2013-12-18",72,68,46,7,3,"9","NULL",3,4,2013,12,18,1,1,2,1,"baseline","dropoff"
"8587",5079137,130,0,"7551358",7554949,32726,"TWA",34030026,38,10,3403,3,"NULL","twa_web122313.dat",32726,"N",1,34030026,3403,3,0,0,"2013-12-04",81,77,34,10,3,"10","NULL",2,10,2013,12,4,0,0,1,0,"baseline","artificial"
"5695178",5079145,130,2,"7556076",7559667,48357,"TWA",34030014,38,14,3403,3,"NULL","twa_web122313.dat",48357,"N",1,34030014,3403,3,0,0,"2013-12-17",75,76,48,14,5,"4","NULL",3,10,2013,12,17,1,0,3,2,"baseline","artificial"
"8588",5079160,130,0,"7551000",7554591,37986,"TWA",34040007,34,9,3404,3,"NULL","twa_web122313.dat",37986,"E",1,34040007,3404,3,0,0,"2013-12-19",77,70,35,9,4,"10","NULL",3,10,2013,12,19,0,1,1,0,"baseline","artificial"
"5693013",5079182,130,1,"7553712",7557303,32344,"TWA",34030168,38,14,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030168,3403,3,0,0,"2013-11-28",68,0,64,14,3,"4","NULL",3,2,2013,11,28,1,0,2,1,"3403016828112013","highreef"
"5695171",5079206,130,1,"7556069",7559660,32344,"TWA",34030009,38,16,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030009,3403,3,0,0,"2013-11-28",71,0,60,16,3,"4","NULL",3,2,2013,11,28,1,0,2,1,"3403000928112013","highreef"
"5695105",5079213,130,1,"7555997",7559588,32344,"TWA",34030008,38,10,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030008,3403,3,0,0,"2013-11-29",68,0,70,10,3,"4","NULL",3,2,2013,11,29,1,0,2,1,"3403000829112013","highreef"
"5695541",5079217,130,2,"7556468",7560059,32344,"TWA",34030008,38,11,3403,3,"NULL","twa_web122313.dat",32344,"N",1,34030008,3403,3,0,0,"2013-11-29",73,0,68,11,3,"5","NULL",2,2,2013,11,29,1,0,3,2,"3403000829112013","highreef"
"5696240",5079362,130,2,"7558796",7562387,54400,"TWA",34030071,38,13,3403,3,"NULL","twa_web123013.dat",54400,"N",1,34030071,3403,3,0,0,"2013-12-01",82,76,79,13,2,"4","NULL",2,2,2013,12,1,1,0,3,2,"baseline","highreef"
"5698542",5079363,130,1,"7561168",7564759,54400,"TWA",34030009,38,15,3403,3,"NULL","twa_web123013.dat",54400,"N",1,34030009,3403,3,0,0,"2013-12-01",82,77,51,15,2,"4","NULL",2,2,2013,12,1,1,0,2,1,"340300091122013","highreef"
"5698472",5079462,130,2,"7561098",7564689,12885,"TWA",34030033,38,11,3403,3,"NULL","twa_web123013.dat",12885,"N",1,34030033,3403,3,0,0,"2013-12-03",0,78,62,11,3,"5","NULL",3,2,2013,12,3,1,0,3,2,"340300333122013","highreef"
"5697947",5079463,130,1,"7560560",7564151,12885,"TWA",34030043,38,9,3403,3,"NULL","twa_web123013.dat",12885,"N",1,34030043,3403,3,0,0,"2013-12-03",0,78,65,9,3,"4","NULL",3,2,2013,12,3,1,0,2,1,"340300433122013","highreef"
"5697888",5079474,130,2,"7560501",7564092,12885,"TWA",34030008,38,11,3403,3,"NULL","twa_web123013.dat",12885,"N",1,34030008,3403,3,0,0,"2013-12-11",0,79,53,11,2,"5","NULL",3,2,2013,12,11,1,0,3,2,"baseline","highreef"
"5698166",5079475,130,2,"7560783",7564374,12885,"TWA",34030009,38,10,3403,3,"NULL","twa_web123013.dat",12885,"N",1,34030009,3403,3,0,0,"2013-12-11",0,79,55,10,3,"4","NULL",3,2,2013,12,11,1,0,3,2,"3403000911122013","highreef"
"5716121",5079510,130,2,"7584570",7588164,45385,"TWA",34030038,38,14,3403,3,"NULL","twa_weba020114.dat",45385,"N",1,34030038,3403,3,0,0,"2013-07-14",0,0,30,14,3,"10","NULL",3,10,2013,7,14,1,0,3,2,"340300381472013","artificial"
"8590",5079536,130,0,"7558758",7562349,3217,"TWA",33010001,31,7,3301,3,"NULL","twa_web123013.dat",3217,"E",1,33010001,3301,3,0,0,"2013-12-30",77,77,35,7,2,"3","NULL",2,3,2013,12,30,0,1,1,0,"3301000130122013","lowreef"
"8591",5079537,130,0,"7558823",7562414,3217,"TWA",33010001,38,8,3301,3,"NULL","twa_web123013.dat",3217,"E",1,33010001,3301,3,0,0,"2013-12-30",77,77,35,8,2,"3","NULL",2,3,2013,12,30,0,1,1,0,"3301000130122013","lowreef"
"8592",5079539,130,0,"7559138",7562729,3217,"TWA",33010001,38,9,3301,3,"NULL","twa_web123013.dat",3217,"E",1,33010001,3301,3,0,0,"2013-12-30",77,77,35,9,2,"3","NULL",2,3,2013,12,30,0,1,1,0,"3301000130122013","lowreef"
"8593",5079564,130,0,"7558429",7562020,49828,"TWA",34030038,54,9,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030038,3403,3,0,0,"2013-12-17",77,78,37,9,3,"7","NULL",1,10,2013,12,17,0,0,1,0,"baseline","artificial"
"8594",5079568,130,0,"7558426",7562017,49828,"TWA",34030011,34,10,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030011,3403,3,0,0,"2013-12-17",80,78,45,10,3,"5","NULL",1,10,2013,12,17,0,0,1,0,"baseline","artificial"
"5696080",5079569,130,1,"7558633",7562224,49828,"TWA",34030009,38,14,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030009,3403,3,0,0,"2013-12-17",79,77,61,14,3,"4","NULL",1,2,2013,12,17,1,0,2,1,"3403000917122013","highreef"
"8595",5079570,130,0,"7558453",7562044,49828,"TWA",34030009,38,15,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030009,3403,3,0,0,"2013-12-17",78,78,34,15,3,"3","NULL",1,2,2013,12,17,0,0,1,0,"3403000917122013","highreef"
"8596",5079571,130,0,"7558439",7562030,49828,"TWA",34030026,34,9,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030026,3403,3,0,0,"2013-12-18",76,77,35,9,3,"8","NULL",1,10,2013,12,18,0,0,1,0,"baseline","artificial"
"5696038",5079572,130,1,"7558591",7562182,49828,"TWA",34030009,38,10,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030009,3403,3,0,0,"2013-12-18",77,77,55,10,3,"4","NULL",1,2,2013,12,18,1,0,2,1,"baseline","highreef"
"8597",5079573,130,0,"7558434",7562025,49828,"TWA",34030011,63,14,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030011,3403,3,0,0,"2013-12-18",82,77,55,14,3,"4","NULL",1,10,2013,12,18,0,0,1,0,"baseline","artificial"
"5695993",5079574,130,1,"7558546",7562137,49828,"TWA",34030008,38,15,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030008,3403,3,0,0,"2013-12-18",79,77,51,15,3,"4","NULL",1,2,2013,12,18,1,0,2,1,"baseline","highreef"
"8598",5079576,130,0,"7558465",7562056,49828,"TWA",34030038,1,9,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030038,3403,3,0,0,"2013-12-19",78,77,41,9,4,"8","NULL",2,10,2013,12,19,0,0,1,0,"baseline","artificial"
"5696066",5079577,130,2,"7558619",7562210,49828,"TWA",34030008,38,10,3403,3,"NULL","cozextra123113.dat",49828,"N",1,34030008,3403,3,0,0,"2013-12-19",79,77,57,10,2,"4","NULL",1,2,2013,12,19,1,0,3,2,"baseline","highreef"
"5714918",5079598,130,3,"7578876",7582470,36071,"TWA",34040163,38,10,3404,3,"NULL","twa_web010714.dat",36071,"E",1,34040163,3404,3,0,0,"2013-12-23",75,75,34,10,3,"8","NULL",2,5,2013,12,23,1,1,4,11,"baseline","dropoff"
"8599",5079601,130,0,"7576796",7580390,3217,"TWA",33010001,34,9,3301,3,"NULL","twa_web010714.dat",3217,"E",1,33010001,3301,3,0,0,"2013-12-31",77,77,35,9,2,"3","NULL",2,3,2013,12,31,0,1,1,0,"3301000131122013","lowreef"
"8600",5079603,130,0,"7576702",7580296,3217,"TWA",33010001,1,10,3301,3,"NULL","twa_web010714.dat",3217,"E",1,33010001,3301,3,0,0,"2013-12-31",77,77,35,10,2,"3","NULL",2,3,2013,12,31,0,1,1,0,"3301000131122013","lowreef"
"8601",5079604,130,0,"7576762",7580356,3217,"TWA",33010001,1,11,3301,3,"NULL","twa_web010714.dat",3217,"E",1,33010001,3301,3,0,0,"2013-12-31",77,77,45,11,2,"3","NULL",2,3,2013,12,31,0,1,1,0,"3301000131122013","lowreef"
"8602",5079732,130,0,"7576737",7580331,51663,"TWA",33010072,51,9,3301,3,"NULL","twa_web010714.dat",51663,"N",1,33010072,3301,3,0,0,"2014-01-03",76,76,37,9,3,"8","NULL",3,10,2014,1,3,0,0,1,0,"baseline","artificial"
"5714442",5079733,130,1,"7578365",7581959,51663,"TWA",33010161,38,10,3301,3,"NULL","twa_web010714.dat",51663,"N",1,33010161,3301,3,0,0,"2014-01-03",76,76,56,10,3,"5","NULL",3,2,2014,1,3,1,0,2,1,"baseline","highreef"
"8604",5079803,130,0,"7583574",7587168,48357,"TWA",34030071,60,14,3403,3,"NULL","twa_weba020114.dat",48357,"N",1,34030071,3403,3,0,0,"2014-01-06",78,77,48,14,3,"5","NULL",3,6,2014,1,6,0,0,1,0,"baseline","dropoff"
"8605",5079828,130,0,"7583686",7587280,51663,"TWA",33010072,51,8,3301,3,"NULL","twa_weba020114.dat",51663,"N",1,33010072,3301,3,0,0,"2014-01-10",76,77,43,8,3,"7","NULL",2,10,2014,1,10,0,0,1,0,"baseline","artificial"
"5717615",5079829,130,2,"7586741",7590335,51663,"TWA",33010161,38,10,3301,3,"NULL","twa_weba020114.dat",51663,"N",1,33010161,3301,3,0,0,"2014-01-10",76,76,60,10,3,"4","NULL",2,2,2014,1,10,1,0,3,2,"baseline","highreef"
"8606",5079883,130,0,"7583627",7587221,45385,"TWA",34030011,31,15,3403,3,"NULL","twa_weba020114.dat",45385,"N",1,34030011,3403,3,0,0,"2013-07-14",0,0,60,15,3,"5","NULL",3,10,2013,7,14,0,0,1,0,"340300111472013","artificial"
"5716805",5079884,130,1,"7585557",7589151,45385,"TWA",34030149,38,14,3403,3,"NULL","twa_weba020114.dat",45385,"N",1,34030149,3403,3,0,0,"2013-08-10",84,84,50,14,3,"4","NULL",2,1,2013,8,10,1,0,2,1,"baseline","mixed"
