"","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","ZONE_NR","SUBREGION_NR","MPA_NR","SPECIES_NR","SPECIES_CD","LEN","NUM","TIME_SEEN","PROT","STRAT","REGION","DEPTH_CLASS","RUGOSITY_CLASS","NUM2"
"2712705","445U",2009,9,3,1,25.3949278,-80.1671893,3.2,10.7,8131545,"ISOL_MR",2,12,0,123,"LAC MAXI",9,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2712782","445U",2009,9,3,2,25.3950883,-80.1673527,4,9.9,8131545,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2713433","446U",2009,9,3,2,25.3913361,-80.1641504,2.4,12.2,8139043,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2713500","446U",2009,9,3,1,25.3911666,-80.1642661,2.9,12.2,8139043,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2713538","446U",2009,9,3,1,25.3911666,-80.1642661,2.9,12.2,8139043,"ISOL_MR",2,12,0,123,"LAC MAXI",20,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2713567","446U",2009,9,3,1,25.3911666,-80.1642661,2.9,12.2,8139043,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2713605","446U",2009,9,3,1,25.3911666,-80.1642661,2.9,12.2,8139043,"ISOL_MR",2,12,0,123,"LAC MAXI",22,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2714446","447U",2009,9,22,2,25.4110775,-80.1604816,4.1,8.4,8146554,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2714476","447U",2009,9,22,2,25.4110775,-80.1604816,4.1,8.4,8146554,"ISOL_MR",2,12,0,123,"LAC MAXI",30,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2714478","447U",2009,9,22,1,25.411119,-80.160705,5.9,8.4,8146554,"ISOL_MR",2,12,0,123,"LAC MAXI",16,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2714584","447U",2009,9,22,1,25.411119,-80.160705,5.9,8.4,8146554,"ISOL_MR",2,12,0,123,"LAC MAXI",23,1,1,0,"MCPR","FLA KEYS",NA,NA,1
"2715320","448U",2009,8,27,2,25.3628775,-80.1583537,7.6,13.7,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2715346","448U",2009,8,27,2,25.3628775,-80.1583537,7.6,13.7,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",27,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2715394","448U",2009,8,27,2,25.3628775,-80.1583537,7.6,13.7,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",35,0,3,0,"MCPR","FLA KEYS",NA,NA,0
"2715469","448U",2009,8,27,1,25.3624115,-80.157489,6.1,12.2,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",30,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2715519","448U",2009,8,27,1,25.3624115,-80.157489,6.1,12.2,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",15,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2715562","448U",2009,8,27,1,25.3624115,-80.157489,6.1,12.2,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",22,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2715565","448U",2009,8,27,1,25.3624115,-80.157489,6.1,12.2,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",27,0.125,1,0,"MCPR","FLA KEYS",NA,NA,1
"2715645","448U",2009,8,27,1,25.3624115,-80.157489,6.1,12.2,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",24,1.75,1,0,"MCPR","FLA KEYS",NA,NA,2
"2715763","448U",2009,8,27,1,25.3624115,-80.157489,6.1,12.2,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",19,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2715861","448U",2009,8,27,1,25.3624115,-80.157489,6.1,12.2,8150277,"ISOL_MR",2,12,0,123,"LAC MAXI",19.5,0.125,1,0,"MCPR","FLA KEYS",NA,NA,1
"2716095","449U",2009,9,29,2,25.4508273,-80.1583665,4.1,5.8,8150326,"ISOL_MR",2,12,0,123,"LAC MAXI",40,1,1,0,"MCPR","FLA KEYS",NA,NA,1
"2716155","449U",2009,9,29,2,25.4508273,-80.1583665,4.1,5.8,8150326,"ISOL_MR",2,12,0,123,"LAC MAXI",28,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2716197","449U",2009,9,29,2,25.4508273,-80.1583665,4.1,5.8,8150326,"ISOL_MR",2,12,0,123,"LAC MAXI",22,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2716198","449U",2009,9,29,1,25.4507444,-80.1585123,4.4,5.5,8150326,"ISOL_MR",2,12,0,123,"LAC MAXI",18,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2716240","449U",2009,9,29,1,25.4507444,-80.1585123,4.4,5.5,8150326,"ISOL_MR",2,12,0,123,"LAC MAXI",22,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2716251","449U",2009,9,29,1,25.4507444,-80.1585123,4.4,5.5,8150326,"ISOL_MR",2,12,0,123,"LAC MAXI",30,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2716290","449U",2009,9,29,1,25.4507444,-80.1585123,4.4,5.5,8150326,"ISOL_MR",2,12,0,123,"LAC MAXI",24,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2717069","450U",2009,8,27,1,25.3605085,-80.1560682,8.1,12.2,8154026,"ISOL_MR",2,12,0,123,"LAC MAXI",20,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2717127","450U",2009,8,27,2,25.3605098,-80.1558239,9.8,15.2,8154026,"ISOL_MR",2,12,0,123,"LAC MAXI",23,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2717166","450U",2009,8,27,1,25.3605085,-80.1560682,8.1,12.2,8154026,"ISOL_MR",2,12,0,123,"LAC MAXI",10,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2717168","450U",2009,8,27,2,25.3605098,-80.1558239,9.8,15.2,8154026,"ISOL_MR",2,12,0,123,"LAC MAXI",21,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2717237","450U",2009,8,27,2,25.3605098,-80.1558239,9.8,15.2,8154026,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2717277","450U",2009,8,27,2,25.3605098,-80.1558239,9.8,15.2,8154026,"ISOL_MR",2,12,0,123,"LAC MAXI",18,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2717318","450U",2009,8,27,1,25.3605085,-80.1560682,8.1,12.2,8154026,"ISOL_MR",2,12,0,123,"LAC MAXI",30,1,1,0,"MCPR","FLA KEYS",NA,NA,1
"2717399","450U",2009,8,27,1,25.3605085,-80.1560682,8.1,12.2,8154026,"ISOL_MR",2,12,0,123,"LAC MAXI",29,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2718048","451U",2009,9,23,1,25.4288257,-80.1539142,2.3,6.9,8157814,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2718376","451U",2009,9,23,2,25.4287432,-80.1538076,2,7.6,8157814,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2719227","452U",2009,9,23,1,25.4407412,-80.1538624,3.5,6.9,8157821,"ISOL_MR",2,12,0,123,"LAC MAXI",34,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2719432","452U",2009,9,23,2,25.4409776,-80.1538094,3.7,6.9,8157821,"ISOL_MR",2,12,0,123,"LAC MAXI",18,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2719447","452U",2009,9,23,2,25.4409776,-80.1538094,3.7,6.9,8157821,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2719457","452U",2009,9,23,1,25.4407412,-80.1538624,3.5,6.9,8157821,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2719921","453U",2009,9,29,2,25.4704081,-80.1536719,4.9,6.1,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2719999","453U",2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",24,2,1,0,"MCPR","FLA KEYS",NA,NA,2
"2720000","453U",2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720001","453U",2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",30.5,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720040","453U",2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",13,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720086","453U",2009,9,29,2,25.4704081,-80.1536719,4.9,6.1,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",28,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720121","453U",2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",18.5,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720122","453U",2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",30,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720162","453U",2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",15,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720164","453U",2009,9,29,2,25.4704081,-80.1536719,4.9,6.1,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",20,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720245","453U",2009,9,29,1,25.4702909,-80.1536335,4.6,6.4,8157837,"ISOL_MR",2,12,0,123,"LAC MAXI",37,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720849","454U",2009,9,29,1,25.4508105,-80.151567,4.7,5.8,8161576,"ISOL_MR",2,12,0,123,"LAC MAXI",37,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720909","454U",2009,9,29,2,25.45075,-80.1515833,4,5,8161576,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2720947","454U",2009,9,29,1,25.4508105,-80.151567,4.7,5.8,8161576,"ISOL_MR",2,12,0,123,"LAC MAXI",30,1,1,0,"MCPR","FLA KEYS",NA,NA,1
"2720990","454U",2009,9,29,1,25.4508105,-80.151567,4.7,5.8,8161576,"ISOL_MR",2,12,0,123,"LAC MAXI",60,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2721022","454U",2009,9,29,1,25.4508105,-80.151567,4.7,5.8,8161576,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2721070","454U",2009,9,29,1,25.4508105,-80.151567,4.7,5.8,8161576,"ISOL_MR",2,12,0,123,"LAC MAXI",40,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2721839","455U",2009,9,29,1,25.4720448,-80.1445144,5.6,6.1,8172838,"ISOL_MR",2,12,0,123,"LAC MAXI",22,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2721876","455U",2009,9,29,2,25.471822,-80.1448737,5,6.9,8172838,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2721883","455U",2009,9,29,1,25.4720448,-80.1445144,5.6,6.1,8172838,"ISOL_MR",2,12,0,123,"LAC MAXI",14,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2721957","455U",2009,9,29,2,25.471822,-80.1448737,5,6.9,8172838,"ISOL_MR",2,12,0,123,"LAC MAXI",26,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2722771","456U",2009,9,22,1,25.4112592,-80.1444348,7.2,8.8,8176554,"ISOL_MR",2,12,0,123,"LAC MAXI",23,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2722850","456U",2009,9,22,1,25.4112592,-80.1444348,7.2,8.8,8176554,"ISOL_MR",2,12,0,123,"LAC MAXI",15,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2722851","456U",2009,9,22,1,25.4112592,-80.1444348,7.2,8.8,8176554,"ISOL_MR",2,12,0,123,"LAC MAXI",20,1,2,0,"MCPR","FLA KEYS",NA,NA,1
"2722927","456U",2009,9,22,2,25.4114389,-80.1445576,7.9,9.9,8176554,"ISOL_MR",2,12,0,123,"LAC MAXI",10,0,3,0,"MCPR","FLA KEYS",NA,NA,0
"2722954","456U",2009,9,22,1,25.4112592,-80.1444348,7.2,8.8,8176554,"ISOL_MR",2,12,0,123,"LAC MAXI",16,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2722955","456U",2009,9,22,1,25.4112592,-80.1444348,7.2,8.8,8176554,"ISOL_MR",2,12,0,123,"LAC MAXI",18,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2722980","456U",2009,9,22,2,25.4114389,-80.1445576,7.9,9.9,8176554,"ISOL_MR",2,12,0,123,"LAC MAXI",23,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2723621","457U",2009,9,29,1,25.4542132,-80.140184,4.1,6.1,8184078,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2723664","457U",2009,9,29,2,25.4540388,-80.1402163,4,5.8,8184078,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2723822","457U",2009,9,29,1,25.4542132,-80.140184,4.1,6.1,8184078,"ISOL_MR",2,12,0,123,"LAC MAXI",24,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2724307","458U",2009,9,29,1,25.4761567,-80.140961,5.3,6.7,8180340,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2724329","458U",2009,9,29,2,25.4758838,-80.1409422,6.1,6.1,8180340,"ISOL_MR",2,12,0,123,"LAC MAXI",21,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2724342","458U",2009,9,29,2,25.4758838,-80.1409422,6.1,6.1,8180340,"ISOL_MR",2,12,0,123,"LAC MAXI",27,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2724369","458U",2009,9,29,1,25.4761567,-80.140961,5.3,6.7,8180340,"ISOL_MR",2,12,0,123,"LAC MAXI",18,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2725139","459U",2009,9,24,2,25.4932167,-80.1389333,5.9,9.9,8184100,"ISOL_MR",2,12,0,123,"LAC MAXI",39,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2725158","459U",2009,9,24,2,25.4932167,-80.1389333,5.9,9.9,8184100,"ISOL_MR",2,12,0,123,"LAC MAXI",37,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2725225","459U",2009,9,24,1,25.4933667,-80.1386667,5.8,5.8,8184100,"ISOL_MR",2,12,0,123,"LAC MAXI",8,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2725254","459U",2009,9,24,1,25.4933667,-80.1386667,5.8,5.8,8184100,"ISOL_MR",2,12,0,123,"LAC MAXI",4,0.5,2,0,"MCPR","FLA KEYS",NA,NA,1
"2725263","459U",2009,9,24,2,25.4932167,-80.1389333,5.9,9.9,8184100,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2725303","459U",2009,9,24,2,25.4932167,-80.1389333,5.9,9.9,8184100,"ISOL_MR",2,12,0,123,"LAC MAXI",18,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2725314","459U",2009,9,24,2,25.4932167,-80.1389333,5.9,9.9,8184100,"ISOL_MR",2,12,0,123,"LAC MAXI",32,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2725315","459U",2009,9,24,2,25.4932167,-80.1389333,5.9,9.9,8184100,"ISOL_MR",2,12,0,123,"LAC MAXI",21,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2726061","461U",2009,9,24,2,25.4942,-80.1351833,6.9,11.4,8191600,"ISOL_MR",2,12,0,123,"LAC MAXI",18,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2726115","461U",2009,9,24,2,25.4942,-80.1351833,6.9,11.4,8191600,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2726117","461U",2009,9,24,1,25.4939667,-80.135,6.6,9.1,8191600,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2726164","461U",2009,9,24,2,25.4942,-80.1351833,6.9,11.4,8191600,"ISOL_MR",2,12,0,123,"LAC MAXI",22,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2727104","462U",2009,9,22,1,25.5068333,-80.1343,6.9,5,8191607,"ISOL_MR",2,12,0,123,"LAC MAXI",15,0.5,1,0,"MCPR","FLA KEYS",NA,NA,1
"2727169","462U",2009,9,22,1,25.5068333,-80.1343,6.9,5,8191607,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0,3,0,"MCPR","FLA KEYS",NA,NA,0
"2727292","462U",2009,9,22,2,25.5072333,-80.1343333,6.7,7.6,8191607,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2727776","462U",2009,9,22,2,25.5072333,-80.1343333,6.7,7.6,8191607,"ISOL_MR",2,12,0,123,"LAC MAXI",25,0,3,0,"MCPR","FLA KEYS",NA,NA,0
"2727811","462U",2009,9,22,2,25.5072333,-80.1343333,6.7,7.6,8191607,"ISOL_MR",2,12,0,123,"LAC MAXI",20,0,3,0,"MCPR","FLA KEYS",NA,NA,0
"2728476","463U",2009,9,29,1,25.449967,-80.1341184,5.8,6.9,8195326,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2728556","463U",2009,9,29,2,25.4501774,-80.1342515,4,6.9,8195326,"ISOL_MR",2,12,0,123,"LAC MAXI",0,0,1,0,"MCPR","FLA KEYS",NA,NA,0
"2729332","465U",2009,9,11,2,25.3017833,-80.1959167,8.8,13.7,8078994,"ISOL_MR",3,12,0,123,"LAC MAXI",40,0,3,0,"OFPR","FLA KEYS",NA,NA,0
"2729452","465U",2009,9,11,2,25.3017833,-80.1959167,8.8,13.7,8078994,"ISOL_MR",3,12,0,123,"LAC MAXI",0,0,1,0,"OFPR","FLA KEYS",NA,NA,0
"2729508","465U",2009,9,11,1,25.3021667,-80.1957167,9.6,13.7,8078994,"ISOL_MR",3,12,0,123,"LAC MAXI",0,0,1,0,"OFPR","FLA KEYS",NA,NA,0
"2730224","466U",2009,9,9,1,25.3107667,-80.191,8.2,10.7,8090249,"ISOL_MR",3,12,0,123,"LAC MAXI",18,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2730345","466U",2009,9,9,1,25.3107667,-80.191,8.2,10.7,8090249,"ISOL_MR",3,12,0,123,"LAC MAXI",0,0,1,0,"OFPR","FLA KEYS",NA,NA,0
"2730389","466U",2009,9,9,1,25.3107667,-80.191,8.2,10.7,8090249,"ISOL_MR",3,12,0,123,"LAC MAXI",28,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2730420","466U",2009,9,9,2,25.3105333,-80.19115,7.6,12.2,8090248,"ISOL_MR",3,12,0,123,"LAC MAXI",30,0.5,2,0,"OFPR","FLA KEYS",NA,NA,1
"2730487","466U",2009,9,9,2,25.3105333,-80.19115,7.6,12.2,8090248,"ISOL_MR",3,12,0,123,"LAC MAXI",25,0.5,2,0,"OFPR","FLA KEYS",NA,NA,1
"2730595","466U",2009,9,9,2,25.3105333,-80.19115,7.6,12.2,8090248,"ISOL_MR",3,12,0,123,"LAC MAXI",20,1,2,0,"OFPR","FLA KEYS",NA,NA,1
"2730961","467U",2009,9,2,2,25.3280468,-80.1680135,10.2,13.7,8131508,"ISOL_MR",3,12,0,123,"LAC MAXI",25,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731002","467U",2009,9,2,2,25.3280468,-80.1680135,10.2,13.7,8131508,"ISOL_MR",3,12,0,123,"LAC MAXI",0,0,1,0,"OFPR","FLA KEYS",NA,NA,0
"2731122","467U",2009,9,2,2,25.3280468,-80.1680135,10.2,13.7,8131508,"ISOL_MR",3,12,0,123,"LAC MAXI",19,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731125","467U",2009,9,2,1,25.328689,-80.1684466,10.7,13.7,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",30,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731190","467U",2009,9,2,1,25.328689,-80.1684466,10.7,13.7,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",28,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731258","467U",2009,9,2,1,25.328689,-80.1684466,10.7,13.7,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",20,2.75,1,0,"OFPR","FLA KEYS",NA,NA,3
"2731462","467U",2009,9,2,1,25.328689,-80.1684466,10.7,13.7,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",25,0.75,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731600","468U",2009,9,2,2,25.3292009,-80.1681828,10.2,13,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",20,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731623","468U",2009,9,2,2,25.3292009,-80.1681828,10.2,13,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",25,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731697","468U",2009,9,2,2,25.3292009,-80.1681828,10.2,13,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",18,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731736","468U",2009,9,2,1,25.3289459,-80.1681963,10.2,14.5,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",25,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2731818","468U",2009,9,2,1,25.3289459,-80.1681963,10.2,14.5,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",28,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732014","468U",2009,9,2,1,25.3289459,-80.1681963,10.2,14.5,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",22,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732095","468U",2009,9,2,1,25.3289459,-80.1681963,10.2,14.5,8131509,"ISOL_MR",3,12,0,123,"LAC MAXI",18,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732423","469U",2009,9,10,1,25.3343531,-80.1584909,9.6,14.9,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",21.5,0.125,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732424","469U",2009,9,10,1,25.3343531,-80.1584909,9.6,14.9,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",22,1.25,1,0,"OFPR","FLA KEYS",NA,NA,2
"2732449","469U",2009,9,10,2,25.3343635,-80.1587977,8.4,14.5,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",21,0.625,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732461","469U",2009,9,10,2,25.3343635,-80.1587977,8.4,14.5,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",19,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732463","469U",2009,9,10,1,25.3343531,-80.1584909,9.6,14.9,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",23,0.125,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732474","469U",2009,9,10,2,25.3343635,-80.1587977,8.4,14.5,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",20,1.25,1,0,"OFPR","FLA KEYS",NA,NA,2
"2732481","469U",2009,9,10,1,25.3343531,-80.1584909,9.6,14.9,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",17,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732486","469U",2009,9,10,1,25.3343531,-80.1584909,9.6,14.9,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",24,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732488","469U",2009,9,10,2,25.3343635,-80.1587977,8.4,14.5,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",19.5,0.125,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732499","469U",2009,9,10,2,25.3343635,-80.1587977,8.4,14.5,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",22,0.625,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732521","469U",2009,9,10,2,25.3343635,-80.1587977,8.4,14.5,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",23.5,0.125,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732546","469U",2009,9,10,1,25.3343531,-80.1584909,9.6,14.9,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",18,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732596","469U",2009,9,10,1,25.3343531,-80.1584909,9.6,14.9,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",21,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"2732604","469U",2009,9,10,2,25.3343635,-80.1587977,8.4,14.5,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",23,1.25,1,0,"OFPR","FLA KEYS",NA,NA,2
"2732810","469U",2009,9,10,2,25.3343635,-80.1587977,8.4,14.5,8150262,"ISOL_MR",3,12,0,123,"LAC MAXI",24,0.5,1,0,"OFPR","FLA KEYS",NA,NA,1
"2734026","470U",2009,9,10,1,25.3443576,-80.1534822,6.9,13,8157767,"ISOL_MR",3,12,0,123,"LAC MAXI",0,0,1,0,"OFPR","FLA KEYS",NA,NA,0
"2734096","470U",2009,9,10,2,25.344483,-80.1533934,6.3,14.5,8157767,"ISOL_MR",3,12,0,123,"LAC MAXI",0,0,1,0,"OFPR","FLA KEYS",NA,NA,0
"2734946","472U",2009,9,24,1,25.3294996,-80.1837191,3.4,12.2,8101509,"CONT_LR",4,12,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"2735104","472U",2009,9,24,2,25.3292501,-80.18395,3.1,14.5,8101509,"CONT_LR",4,12,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
"2735990","473U",2009,9,24,1,25.3291792,-80.180062,4,11.9,8109009,"CONT_LR",4,12,0,123,"LAC MAXI",0,0,1,0,"FSLR","FLA KEYS",NA,NA,0
